#name	chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	score	name2
NM_001406375.1	chr10	+	68600267	68694487	11	68600267,68600980,68651845,68652500,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68600450,68601034,68651936,68652594,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_001406376.1	chr10	+	68600473	68694487	10	68600473,68600980,68651845,68652500,68667044,68672894,68681398,68682835,68686355,68690807,	68600769,68601034,68651936,68652594,68667256,68673045,68681488,68682973,68686707,68694487,	0	TET1
NM_001144913.1	chr10	-	121481850	121593967	17	121481850,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121518681,121519978,121538591,121551289,121564501,121565437,121593708,	121482177,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121565704,121593967,	0	FGFR2
NM_001144914.1	chr10	-	121478329	121593967	15	121478329,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121538591,121551289,121564501,121565437,121593708,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121538715,121551459,121564579,121565704,121593967,	0	FGFR2
NM_001144915.2	chr10	-	121478331	121596645	17	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121564501,121593708,121596476,	121479670,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121593967,121596645,	0	FGFR2
NM_001144916.2	chr10	-	121478331	121594258	15	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121593708,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121594258,	0	FGFR2
NM_001144917.2	chr10	-	121478331	121598444	16	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121519978,121538591,121551289,121564501,121565437,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121520169,121538715,121551459,121564579,121565704,121593967,121598444,	0	FGFR2
NM_001144918.2	chr10	-	121478331	121598444	16	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121517318,121519978,121538591,121551289,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121593967,121598444,	0	FGFR2
NM_001144919.2	chr10	-	121481823	121598444	17	121481823,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121518681,121519978,121538591,121551289,121564501,121593708,121597961,	121482177,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121593967,121598444,	0	FGFR2
NM_001198853.1	chr10	-	95036771	95069497	9	95036771,95038896,95042889,95045809,95058334,95064799,95067207,95067528,95069196,	95037309,95039038,95043077,95045951,95058511,95064960,95067357,95067691,95069497,	0	CYP2C8
NM_001198854.1	chr10	-	95036771	95069497	8	95036771,95038896,95042889,95045809,95058334,95064799,95067207,95069196,	95037309,95039038,95043077,95045951,95058511,95064960,95067357,95069497,	0	CYP2C8
NM_001198855.1	chr10	-	95036771	95069497	10	95036771,95038896,95042889,95045809,95058334,95064799,95067207,95067528,95068566,95069196,	95037309,95039038,95043077,95045951,95058511,95064960,95067357,95067691,95068628,95069497,	0	CYP2C8
NM_001406743.1	chr10	+	43077068	43130351	21	43077068,43100458,43102341,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,43129517,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43128285,43130351,	0	RET
NM_001406744.1	chr10	+	43077068	43130351	20	43077068,43100458,43102341,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43129517,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406760.1	chr10	+	43077068	43130351	21	43077068,43100458,43102341,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,43129517,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126662,43128285,43130351,	0	RET
NM_001406759.1	chr10	+	43077068	43130351	20	43077068,43100458,43102341,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126662,43130351,	0	RET
NM_001406761.1	chr10	+	43077068	43130351	21	43077068,43100458,43102470,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,43129517,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43128285,43130351,	0	RET
NM_001406762.1	chr10	+	43077068	43130351	20	43077068,43100458,43102470,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406763.1	chr10	+	43077068	43130351	20	43077068,43100458,43102341,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114614,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406764.1	chr10	+	43077068	43130351	19	43077068,43100458,43102470,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001002295.2	chr10	+	8054687	8075198	6	8054687,8055286,8058304,8063992,8069472,8073738,	8054891,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001406765.1	chr10	+	43077068	43130351	19	43077068,43100458,43102341,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114614,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406766.1	chr10	+	43077068	43130351	19	43077068,43100458,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406767.1	chr10	+	43077068	43130351	20	43077068,43100458,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,43129517,	43077331,43100722,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43128285,43130351,	0	RET
NM_001406768.1	chr10	+	43077068	43130351	19	43077068,43100458,43102470,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114614,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406770.1	chr10	+	43077068	43130351	18	43077068,43100458,43104951,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406769.1	chr10	+	43077068	43130351	19	43077068,43100458,43102341,43104951,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,43129517,	43077331,43100722,43102629,43105193,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43128285,43130351,	0	RET
NM_001406771.1	chr10	+	43077068	43130351	18	43077068,43100458,43102341,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43102629,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406772.1	chr10	+	43077068	43130351	17	43077068,43100458,43102341,43104951,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43105193,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406773.1	chr10	+	43077068	43130351	17	43077068,43100458,43102341,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406774.1	chr10	+	43077068	43130351	17	43077068,43100458,43102470,43104951,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43105193,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
XM_011540206.3	chr10	+	68560336	68665897	7	68560336,68572216,68600980,68644697,68651845,68652500,68665807,	68560742,68574252,68601034,68647005,68651936,68652594,68665897,	0	TET1
NM_001406775.1	chr10	+	43077068	43130351	17	43077068,43100458,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406776.1	chr10	+	43077068	43130351	17	43077068,43100458,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43129517,	43077331,43100722,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406777.1	chr10	+	43077068	43130351	17	43077068,43100458,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126662,43130351,	0	RET
NM_001406778.1	chr10	+	43077068	43130351	16	43077068,43100458,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406780.1	chr10	+	43077068	43130351	16	43077068,43100458,43102341,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43102629,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406779.1	chr10	+	43077068	43130351	17	43077068,43100458,43102341,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,43129517,	43077331,43100722,43102629,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43128285,43130351,	0	RET
NM_001406781.1	chr10	+	43077068	43130351	16	43077068,43100458,43102341,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43129517,	43077331,43100722,43102629,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
NM_001406782.1	chr10	+	43077068	43130351	15	43077068,43100458,43102341,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43077331,43100722,43102629,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001406783.1	chr10	+	43077068	43130351	16	43077068,43100458,43102470,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,43128111,	43077331,43100722,43102629,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43126722,43130351,	0	RET
